Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
165,170.0,4.0,4.Kat,Boş,5-10,Kombi Doğalgaz,2300000.0,hatay,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
90,100.0,3.0,Düz Giriş (Zemin),,11-15,Merkezi Doğalgaz,1650000.0,hatay,7,Kiracı Oturuyor,Bilinmiyor,Yok,Bilinmiyor,1.0
300,330.0,9.0,,Eşyalı,11-15,Klimalı,5500000.0,hatay,2,Boş,Bilinmiyor,Yok,,3.0
200,600.0,5.0,,Boş,1,Kombi Doğalgaz,15000000.0,hatay,2,Mülk Sahibi Oturuyor,Uygun,Yok,Müstakil Tapulu,2.0
160,200.0,4.0,2.Kat,Boş,5-10,Kombi Doğalgaz,7475000.0,hatay,4,Boş,Uygun,Yok,Kat İrtifakı,2.0
140,160.0,4.0,3.Kat,Boş,5-10,Klimalı,2550000.0,hatay,4,Boş,Uygun,Yok,Kat İrtifakı,1.0
135,145.0,4.0,2.Kat,,11-15,Kombi Doğalgaz,1500000.0,hatay,5,Kiracı Oturuyor,,,,1.0
150,160.0,4.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1875000.0,hatay,5,Boş,Bilinmiyor,Yok,,1.0
250,265.0,5.0,Çatı Dubleks,Eşyalı,5-10,Kombi Doğalgaz,6300000.0,hatay,3,Mülk Sahibi Oturuyor,,,,1.0
150,253.0,2.0,,Boş,21 Ve Üzeri,Güneş Enerjisi,4150000.0,hatay,2,Boş,Bilinmiyor,Var,Müstakil Tapulu,3.0
220,240.0,5.0,Çatı Dubleks,Eşyalı,5-10,Klimalı,3500000.0,hatay,4,Kiracı Oturuyor,Uygun,Var,Kat İrtifakı,2.0
90,95.0,3.0,4.Kat,Boş,5-10,Kombi Doğalgaz,1440000.0,hatay,5,Kiracı Oturuyor,Bilinmiyor,Yok,,2.0
100,120.0,3.0,4.Kat,Boş,4,Kombi Doğalgaz,2830000.0,hatay,5,Mülk Sahibi Oturuyor,,Yok,,1.0
155,175.0,4.0,8.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3500000.0,hatay,11,Boş,Bilinmiyor,Yok,,2.0
205,225.0,5.0,3.Kat,Boş,3,Kombi Doğalgaz,2730000.0,hatay,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
85,90.0,3.0,Kot 1 (-1).Kat,,0 (Yeni),Kombi Doğalgaz,2200000.0,hatay,4,Kiracı Oturuyor,,,,1.0
155,165.0,4.0,Kot 1 (-1).Kat,,3,Kombi Doğalgaz,2250000.0,hatay,5,Kiracı Oturuyor,,,,2.0
130,135.0,4.0,4.Kat,,11-15,Kombi Doğalgaz,1950000.0,hatay,5,Kiracı Oturuyor,,,,2.0
165,180.0,4.0,10.Kat,Boş,5-10,Kombi Doğalgaz,4750000.0,hatay,11,Boş,Uygun,Yok,Kat İrtifakı,2.0
50,55.0,3.0,2.Kat,Eşyalı,5-10,Merkezi Doğalgaz,735000.0,hatay,4,Boş,Bilinmiyor,Yok,,1.0
120,140.0,4.0,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2500000.0,hatay,4,Kiracı Oturuyor,Bilinmiyor,Yok,Kat Mülkiyeti,1.0
200,210.0,5.0,5.Kat,Boş,5-10,Kombi Doğalgaz,3350000.0,hatay,5,Boş,Bilinmiyor,Yok,,2.0
160,180.0,4.0,4.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,4500000.0,hatay,8,Boş,Uygun,Yok,Kat İrtifakı,2.0
180,200.0,4.0,3.Kat,Boş,5-10,Klimalı,3500000.0,hatay,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,2.0
150,160.0,4.0,2.Kat,,4,Kombi Doğalgaz,3500000.0,hatay,4,Boş,,,,2.0
155,165.0,4.0,Kot 1 (-1).Kat,,11-15,Kombi Doğalgaz,1650000.0,hatay,5,Boş,,,,2.0
135,140.0,4.0,4.Kat,Boş,11-15,Klimalı,2400000.0,hatay,5,Boş,Uygun,Yok,Kat İrtifakı,1.0
45,55.0,2.0,2.Kat,,4,Klimalı,1250000.0,hatay,4,Kiracı Oturuyor,,,,1.0
54,55.0,2.0,2.Kat,Boş,5-10,Klimalı,1050000.0,hatay,4,Boş,Uygun,Yok,Kat İrtifakı,1.0
100,110.0,3.0,4.Kat,Eşyalı,16-20,Klimalı,1550000.0,hatay,5,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
240,250.0,4.5,3.Kat,Boş,0 (Yeni),Klimalı,5550000.0,hatay,3,Boş,Uygun,Yok,Kat İrtifakı,2.0
200,220.0,5.0,6.Kat,Boş,4,Kombi Doğalgaz,3999000.0,hatay,12,Boş,Bilinmiyor,Yok,,2.0
150,170.0,4.0,4.Kat,,0 (Yeni),Isıtma Yok,2000000.0,hatay,5,Boş,,,,2.0
150,160.0,4.0,3.Kat,,21 Ve Üzeri,Isıtma Yok,1550000.0,hatay,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
125,130.0,3.0,1.Kat,,11-15,Isıtma Yok,2000000.0,hatay,4,Boş,,,,1.0
60,578.0,2.0,,,5-10,Klimalı,1300000.0,hatay,1,Mülk Sahibi Oturuyor,Uygun,,,1.0
150,155.0,4.0,5.Kat,Boş,11-15,Kombi Doğalgaz,1850000.0,hatay,5,Boş,Bilinmiyor,Var,,1.0
155,165.0,4.0,2.Kat,Boş,16-20,Kombi Doğalgaz,1790000.0,hatay,5,Boş,Bilinmiyor,Yok,,1.0
110,120.0,3.0,4.Kat,Boş,4,Kombi Doğalgaz,1490000.0,hatay,4,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
45,50.0,2.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1100000.0,hatay,5,Boş,Bilinmiyor,Var,,1.0
125,150.0,4.0,3.Kat,Boş,2,Kombi Doğalgaz,3250000.0,hatay,4,Boş,,Yok,Kat İrtifakı,1.0
140,145.0,4.0,3.Kat,Boş,16-20,Kombi Doğalgaz,3100000.0,hatay,4,Kiracı Oturuyor,Uygun,Var,Kat İrtifakı,1.0
300,368.0,4.0,,Boş,5-10,Klimalı,12000000.0,hatay,2,Boş,Uygun,Yok,Kat İrtifakı,3.0
600,653.0,,Yüksek Giriş,,5-10,Klimalı,6000000.0,hatay,1,Boş,Bilinmiyor,Yok,,6.0
45,48.0,2.0,4.Kat,Boş,3,Klimalı,1100000.0,hatay,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
145,155.0,4.0,4.Kat,Boş,5-10,Kombi Doğalgaz,3050000.0,hatay,5,Boş,Uygun,Yok,Kat Mülkiyeti,1.0
185,200.0,4.0,2.Kat,Boş,5-10,Kombi Doğalgaz,2690000.0,hatay,5,Boş,Bilinmiyor,Var,,2.0
110,120.0,4.0,Bahçe Dublex,Eşyalı,11-15,Isıtma Yok,8500000.0,hatay,2,Boş,,,,1.0
220,380.0,4.0,Bahçe Dublex,Eşyalı,11-15,Klimalı,12500000.0,hatay,2,Kiracı Oturuyor,Uygun,,Kat İrtifakı,2.0
172,185.0,4.0,3.Kat,,5-10,Kombi Doğalgaz,2750000.0,hatay,5,Kiracı Oturuyor,,,,2.0
90,100.0,4.0,Villa Tipi,Boş,16-20,Klimalı,6500000.0,hatay,2,Boş,Bilinmiyor,Yok,,1.0
160,350.0,4.0,Müstakil,Boş,21 Ve Üzeri,Klimalı,7000000.0,hatay,2,Boş,Uygun,Yok,Kat İrtifakı,1.0
238,250.0,5.0,4.Kat,Boş,5-10,Kombi Doğalgaz,5250000.0,hatay,4,Boş,Uygun,Yok,Kat Mülkiyeti,2.0
130,600.0,4.0,,,3,Sobalı,4000000.0,hatay,1,Mülk Sahibi Oturuyor,,,Arsa Tapulu,1.0
300,350.0,5.0,,,21 Ve Üzeri,Kombi Doğalgaz,20000000.0,hatay,3,Kiracı Oturuyor,,,,3.0
135,145.0,4.0,2.Kat,Boş,3,Isıtma Yok,3675000.0,hatay,3,Boş,Uygun,,Kat İrtifakı,2.0
150,165.0,4.0,6.Kat,Boş,5-10,Kombi Doğalgaz,3250000.0,hatay,7,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,2.0
145,150.0,4.0,3.Kat,Boş,5-10,Güneş Enerjisi,3900000.0,hatay,5,Kiracı Oturuyor,Uygun,Yok,,1.0
350,360.0,4.0,,Boş,11-15,Güneş Enerjisi,14000000.0,hatay,2,Mülk Sahibi Oturuyor,Uygun,Yok,,1.0
220,230.0,5.0,4.Kat,Boş,16-20,Kombi Doğalgaz,8000000.0,hatay,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,2.0
180,200.0,10.0,2.Kat,,11-15,Klimalı,4300000.0,hatay,3,Mülk Sahibi Oturuyor,,,,4.0
155,160.0,4.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2150000.0,hatay,5,Boş,Bilinmiyor,Yok,,2.0
160,165.0,4.0,3.Kat,Boş,0 (Yeni),Klimalı,1950000.0,hatay,5,Boş,Bilinmiyor,Yok,,2.0
170,185.0,4.0,3.Kat,Boş,16-20,Kombi Doğalgaz,1850000.0,hatay,5,Boş,Bilinmiyor,Yok,,1.0
145,150.0,4.0,Kot 3 (-3).Kat,,0 (Yeni),Doğalgaz Sobalı,1800000.0,hatay,6,Boş,Bilinmiyor,Var,,1.0
255,258.0,5.0,Çatı Dubleks,Boş,5-10,Kombi Doğalgaz,4000000.0,hatay,5,Mülk Sahibi Oturuyor,Uygun,Yok,Kat Mülkiyeti,3.0
120,130.0,4.0,4.Kat,Boş,16-20,Isıtma Yok,1270000.0,hatay,5,Kiracı Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
100,110.0,3.0,4.Kat,Eşyalı,11-15,Klimalı,1475000.0,hatay,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
31,41.0,2.0,2.Kat,,3,Klimalı,750000.0,hatay,4,Boş,,,,1.0
125,135.0,4.0,2.Kat,,21 Ve Üzeri,Isıtma Yok,1150000.0,hatay,3,Kiracı Oturuyor,Uygun,,,1.0
174,183.0,4.5,Kot 2 (-2).Kat,Boş,11-15,Kombi Doğalgaz,4750000.0,hatay,3,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,1.0
2499,2500.0,4.0,,Boş,16-20,Sobalı,1700000.0,hatay,2,Kiracı Oturuyor,Uygun,Var,Hisseli Tapu,1.0
125,135.0,4.0,Yüksek Giriş,Boş,11-15,Klimalı,1922500.0,hatay,5,Kiracı Oturuyor,,Yok,Kat Mülkiyeti,1.0
100,110.0,3.5,3.Kat,Boş,21 Ve Üzeri,Güneş Enerjisi,825000.0,hatay,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
95,100.0,3.0,1.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,3000000.0,hatay,3,Kiracı Oturuyor,Uygun,Yok,,1.0
85,95.0,3.0,Yüksek Giriş,Boş,21 Ve Üzeri,Isıtma Yok,2500000.0,hatay,3,Kiracı Oturuyor,Uygun,Yok,,1.0
130,135.0,4.0,2.Kat,Boş,5-10,Kombi Doğalgaz,2000000.0,hatay,3,Mülk Sahibi Oturuyor,Uygun,Yok,,2.0
125,135.0,4.0,3.Kat,,21 Ve Üzeri,Klimalı,1500000.0,hatay,3,Boş,,,,1.0
350,550.0,4.5,,,16-20,Klimalı,20000000.0,hatay,3,Mülk Sahibi Oturuyor,Uygun,,,2.0
200,210.0,5.0,Yüksek Giriş,,5-10,Kombi Doğalgaz,3600000.0,hatay,5,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,3.0
160,280.0,4.0,Müstakil,,2,Isıtma Yok,2600000.0,hatay,2,Boş,Uygun,Yok,Arsa Tapulu,1.0
110,120.0,4.0,Düz Giriş (Zemin),Eşyalı,21 Ve Üzeri,Güneş Enerjisi,1650000.0,hatay,3,Kiracı Oturuyor,Uygun,Yok,,1.0
160,180.0,5.0,9.Kat,Boş,5-10,Kombi Doğalgaz,3600000.0,hatay,10,Boş,Uygun,Yok,Kat Mülkiyeti,3.0
145,160.0,3.0,Bahçe Dublex,,5-10,Kombi Doğalgaz,3700000.0,hatay,5,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1.0
210,220.0,5.0,4.Kat,,0 (Yeni),Kombi Doğalgaz,4000000.0,hatay,5,Boş,Uygun,,Kat Mülkiyeti,2.0
160,170.0,4.0,1.Kat,,0 (Yeni),Kombi Doğalgaz,2200000.0,hatay,5,Boş,,,Kat Mülkiyeti,2.0
95,110.0,3.0,3.Kat,Boş,21 Ve Üzeri,Klimalı,2250000.0,hatay,5,Boş,,Yok,Kat Mülkiyeti,1.0
155,160.0,4.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2100000.0,hatay,4,Boş,Bilinmiyor,Yok,,1.0
80,90.0,3.0,Çatı Katı,Boş,16-20,Isıtma Yok,1320000.0,hatay,3,Boş,,,,1.0
360,400.0,,,,16-20,Kombi Doğalgaz,9000000.0,hatay,2,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,Bilinmiyor,6.0
300,560.0,6.0,Villa Tipi,Boş,16-20,Güneş Enerjisi,15000000.0,hatay,3,Mülk Sahibi Oturuyor,Uygun,Yok,,3.0
104,110.0,3.0,1.Kat,,2,Kombi Doğalgaz,1450000.0,hatay,4,Mülk Sahibi Oturuyor,Uygun,,Kat İrtifakı,1.0
130,145.0,4.0,1.Kat,,5-10,Merkezi Doğalgaz,1950000.0,hatay,3,Mülk Sahibi Oturuyor,,,,2.0
300,350.0,,Villa Tipi,,5-10,Kombi Doğalgaz,4500000.0,hatay,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,5.0
829,830.0,4.0,,Boş,0 (Yeni),Doğalgaz Sobalı,7000000.0,hatay,3,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,3.0
528,529.0,4.0,Müstakil,,21 Ve Üzeri,Isıtma Yok,1150000.0,hatay,1,Boş,Uygun,,,1.0
190,200.0,4.0,Çatı Dubleks,,3,Güneş Enerjisi,4500000.0,hatay,3,Boş,,,,3.0
140,150.0,4.0,Çatı Dubleks,,1,Kombi Doğalgaz,2500000.0,hatay,5,Boş,,,,1.0
130,135.0,4.0,4.Kat,,11-15,Isıtma Yok,2050000.0,hatay,4,Boş,Uygun,Yok,Kat İrtifakı,2.0
420,450.0,8.0,Müstakil,Boş,0 (Yeni),Klimalı,26000000.0,hatay,4,Boş,Uygun,Var,Kat Mülkiyeti,6.0
155,160.0,4.0,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1850000.0,hatay,5,Boş,Bilinmiyor,Yok,,1.0
500,550.0,,,,16-20,Klimalı,5000000.0,hatay,2,Boş,Bilinmiyor,Yok,Bilinmiyor,3.0
650,1200.0,7.0,,Boş,11-15,Klimalı,50500000.0,hatay,3,Boş,Uygun,Yok,Arsa Tapulu,3.0
75,85.0,2.0,6.Kat,Eşyalı,0 (Yeni),Jeotermal,200000.0,hatay,6,Boş,Uygun,,Kat Mülkiyeti,1.0
290,500.0,5.0,Çatı Dubleks,Boş,5-10,Kombi Doğalgaz,14500000.0,hatay,4,Mülk Sahibi Oturuyor,Uygun,Yok,Kat İrtifakı,2.0
4700,4788.0,,,,21 Ve Üzeri,Isıtma Yok,25250000.0,hatay,7,Boş,,,,6.0
45,60.0,2.0,1.Kat,Eşyalı,4,Merkezi Doğalgaz,95000.0,hatay,7,Boş,Uygun,,Kat Mülkiyeti,1.0
180,200.0,4.0,,,21 Ve Üzeri,Güneş Enerjisi,9000000.0,hatay,2,Kiracı Oturuyor,Uygun,,,1.0
150,330.0,4.0,,Boş,11-15,Isıtma Yok,2750000.0,hatay,1,Boş,Uygun,Yok,Arsa Tapulu,1.0
50,80.0,3.0,2.Kat,Eşyalı,2,Merkezi Doğalgaz,115000.0,hatay,6,Boş,Uygun,Yok,Hisseli Tapu,2.0
345,346.0,9.0,Villa Tipi,,11-15,Klimalı,2500000.0,hatay,2,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,3.0
140,145.0,4.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1900000.0,igdir,3,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
110,115.0,3.0,2.Kat,,0 (Yeni),Kombi Doğalgaz,1650000.0,igdir,4,Boş,Bilinmiyor,Var,Kat İrtifakı,1.0
135,867.0,4.0,4.Kat,Boş,5-10,Kombi Doğalgaz,2450000.0,igdir,4,Mülk Sahibi Oturuyor,Uygun,Var,Kat Mülkiyeti,1.0
145,150.0,4.0,4.Kat,,2,Kombi Doğalgaz,2300000.0,igdir,4,Mülk Sahibi Oturuyor,,,,1.0
100,105.0,3.0,1.Kat,,2,Kombi Doğalgaz,1700000.0,igdir,4,Mülk Sahibi Oturuyor,,,,1.0
930,935.0,4.0,Bahçe Katı,,4,Merkezi Kömür,2650000.0,igdir,1,Mülk Sahibi Oturuyor,,,,1.0
160,165.0,4.0,3.Kat,,3,Kombi Doğalgaz,1850000.0,igdir,4,Mülk Sahibi Oturuyor,,,,1.0
140,145.0,4.0,1.Kat,,2,Kombi Doğalgaz,1820000.0,igdir,5,Mülk Sahibi Oturuyor,,,,1.0
140,150.0,4.0,1.Kat,,1,Kat Kaloriferi,1600000.0,igdir,4,Kiracı Oturuyor,Bilinmiyor,Yok,Bilinmiyor,1.0
145,150.0,4.0,,,0 (Yeni),Kombi Doğalgaz,3100000.0,igdir,1,Boş,Bilinmiyor,Yok,,2.0
150,160.0,4.0,4.Kat,,2,Kombi Doğalgaz,1900000.0,igdir,4,Boş,Uygun,Var,Kat İrtifakı,1.0
145,150.0,4.0,4.Kat,,16-20,Kombi Doğalgaz,1250000.0,igdir,5,Kiracı Oturuyor,,,,1.0
55,60.0,2.0,14.Kat,,0 (Yeni),Kombi Doğalgaz,2500000.0,isparta,15,Boş,Bilinmiyor,Yok,Kat İrtifakı,1.0
140,150.0,4.0,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,3100000.0,isparta,5,Boş,Bilinmiyor,Var,,2.0
40,45.0,3.0,2.Kat,,4,Kombi Doğalgaz,1400000.0,isparta,5,Kiracı Oturuyor,,,,1.0
145,165.0,5.0,,Boş,21 Ve Üzeri,Kombi Doğalgaz,5550000.0,isparta,1,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1.0
150,170.0,5.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,4200000.0,isparta,6,Boş,Bilinmiyor,Yok,,2.0
45,48.0,3.0,Bahçe Katı,Eşyalı,4,Kombi Doğalgaz,955000.0,isparta,4,Boş,Bilinmiyor,Yok,,1.0
155,170.0,4.0,Yüksek Giriş,,5-10,Kombi Doğalgaz,2885000.0,isparta,4,Kiracı Oturuyor,Uygun,Yok,Kat Mülkiyeti,2.0
120,125.0,4.0,1.Kat,,4,Kombi Doğalgaz,2450000.0,isparta,4,Boş,,,Kat İrtifakı,1.0
135,140.0,4.0,Yüksek Giriş,,5-10,Kombi Doğalgaz,1550000.0,isparta,5,Boş,,,,1.0
160,165.0,4.0,2.Kat,,2,Kombi Doğalgaz,4300000.0,isparta,4,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
286,328.0,7.0,Villa Tipi,,16-20,Kat Kaloriferi,5950000.0,isparta,2,Boş,,Var,,3.0
135,140.0,4.0,2.Kat,,5-10,Kombi Doğalgaz,1725000.0,isparta,5,Boş,,,,1.0
24,26.0,1.0,Bahçe Katı,,5-10,Merkezi Doğalgaz,630000.0,isparta,5,Kiracı Oturuyor,,,,1.0
100,120.0,3.0,Düz Giriş (Zemin),,0 (Yeni),Kombi Doğalgaz,1725000.0,isparta,4,Boş,,,,1.0
65,75.0,3.0,Bahçe Katı,,5-10,Kombi Doğalgaz,1395000.0,isparta,4,Boş,,,,1.0
115,135.0,4.0,3.Kat,,0 (Yeni),Yerden Isıtma,2300000.0,isparta,5,Boş,Bilinmiyor,Yok,,2.0
90,110.0,3.0,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,1850000.0,isparta,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,2.0
38,48.0,2.0,3.Kat,Eşyalı,5-10,Kombi Doğalgaz,1250000.0,isparta,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
950,1000.0,5.0,,,5-10,Merkezi Kömür,6500000.0,isparta,3,Boş,,,,3.0
18,22.0,1.0,Bahçe Katı,Eşyalı,5-10,Merkezi Doğalgaz,650000.0,isparta,4,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
100,110.0,4.0,,Boş,21 Ve Üzeri,Kombi Doğalgaz,1975000.0,isparta,2,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1.0
80,90.0,3.0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2950000.0,isparta,11,Boş,Bilinmiyor,Yok,,2.0
115,135.0,4.0,3.Kat,,0 (Yeni),Yerden Isıtma,2300000.0,isparta,5,Boş,Uygun,,Kat Mülkiyeti,2.0
85,95.0,3.0,2.Kat,,11-15,Kombi Doğalgaz,1790000.0,isparta,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
110,240.0,9.0,,,5-10,Doğalgaz Sobalı,2400000.0,isparta,3,Boş,,Yok,,3.0
200,220.0,6.0,3.Kat,Boş,0 (Yeni),Kombi Doğalgaz,5000000.0,isparta,4,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,2.0
25,32.0,1.0,Yüksek Giriş,Eşyalı,4,Kombi Doğalgaz,530000.0,isparta,5,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
350,360.0,7.0,,,16-20,Kombi Doğalgaz,14900000.0,isparta,2,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,3.0
150,165.0,4.0,5.Kat,,0 (Yeni),Kombi Doğalgaz,4350000.0,isparta,6,Boş,Bilinmiyor,Yok,,2.0
90,95.0,3.0,5.Kat,,5-10,Kombi Doğalgaz,2425000.0,isparta,5,Boş,,,,1.0
135,145.0,4.0,4.Kat,Eşyalı,2,Kombi Doğalgaz,4150000.0,isparta,14,Boş,Bilinmiyor,Yok,,1.0
82,109.0,4.0,3.Kat,,0 (Yeni),Kombi Doğalgaz,4250000.0,isparta,4,Boş,Bilinmiyor,Yok,,1.0
40,45.0,3.0,2.Kat,Eşyalı,5-10,Merkezi Doğalgaz,1075000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
80,100.0,3.0,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1700000.0,isparta,5,Boş,Bilinmiyor,Var,Müstakil Tapulu,1.0
170,185.0,5.0,3.Kat,Boş,5-10,Kombi Doğalgaz,5000000.0,isparta,4,Boş,Bilinmiyor,Yok,,2.0
85,95.0,3.0,2.Kat,Boş,11-15,Kombi Doğalgaz,1790000.0,isparta,6,Mülk Sahibi Oturuyor,,,Kat Mülkiyeti,1.0
130,145.0,4.0,Düz Giriş (Zemin),,11-15,Kombi Doğalgaz,3000000.0,isparta,3,Boş,,,,2.0
350,360.0,7.0,,Boş,16-20,Kombi Doğalgaz,14900000.0,isparta,2,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,3.0
150,170.0,4.0,13.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3650000.0,isparta,3,Boş,Bilinmiyor,Yok,,2.0
750,790.0,4.0,,,11-15,Güneş Enerjisi,7900000.0,isparta,2,Mülk Sahibi Oturuyor,Bilinmiyor,Var,,1.0
79,80.0,3.0,2.Kat,Eşyalı,5-10,Kombi Doğalgaz,2900000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Yok,Müstakil Tapulu,1.0
100,120.0,4.0,,,21 Ve Üzeri,Sobalı,1100000.0,isparta,2,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,1.0
420,421.0,,,,21 Ve Üzeri,Kombi Doğalgaz,5500000.0,isparta,2,Boş,Bilinmiyor,Yok,,6.0
54,62.0,1.0,2.Kat,Eşyalı,4,Merkezi Doğalgaz,1180000.0,isparta,3,Kiracı Oturuyor,Bilinmiyor,Var,,2.0
45,50.0,3.0,3.Kat,,5-10,Kombi Doğalgaz,1295000.0,isparta,4,Kiracı Oturuyor,,,,1.0
100,110.0,4.0,2.Kat,,3,Kombi Doğalgaz,2950000.0,isparta,3,Boş,,,,1.0
80,85.0,3.0,3.Kat,,1,Kombi Doğalgaz,2400000.0,isparta,5,Boş,,,,1.0
45,48.0,2.0,3.Kat,,3,Kombi Doğalgaz,1300000.0,isparta,6,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
100,2700.0,2.0,2.Kat,Eşyalı,4,Kat Kaloriferi,1800000.0,isparta,2,Boş,,,,1.0
110,115.0,3.0,4.Kat,,0 (Yeni),Kombi Doğalgaz,2750000.0,isparta,5,Boş,,,,1.0
350,390.0,9.0,,,16-20,Kombi Doğalgaz,12900000.0,isparta,3,Boş,Bilinmiyor,Yok,Bilinmiyor,3.0
40,50.0,3.0,3.Kat,Eşyalı,4,Kombi Doğalgaz,2150000.0,isparta,4,Kiracı Oturuyor,,Var,Kat Mülkiyeti,1.0
130,135.0,4.0,1.Kat,,11-15,Kombi Doğalgaz,2150000.0,isparta,7,Kiracı Oturuyor,,,,1.0
200,202.0,4.0,Yüksek Giriş,Boş,11-15,Sobalı,880000.0,isparta,3,Boş,Bilinmiyor,Yok,Müstakil Tapulu,1.0
152,160.0,5.0,Kot 3 (-3).Kat,Eşyalı,11-15,Kombi Doğalgaz,3000000.0,isparta,5,Boş,Bilinmiyor,Var,,1.0
85,90.0,3.0,2.Kat,Boş,4,Kombi Doğalgaz,2150000.0,isparta,5,Kiracı Oturuyor,,,Kat Mülkiyeti,1.0
125,145.0,4.0,4.Kat,,5-10,Kombi Doğalgaz,2450000.0,isparta,5,Boş,Bilinmiyor,Yok,,1.0
135,150.0,4.0,1.Kat,Boş,11-15,Merkezi (Pay Ölçer),3700000.0,isparta,6,Boş,Bilinmiyor,Yok,,1.0
135,150.0,4.0,1.Kat,Boş,11-15,Merkezi (Pay Ölçer),3700000.0,isparta,6,Boş,Bilinmiyor,Yok,,1.0
130,145.0,4.0,5.Kat,,0 (Yeni),Kombi Doğalgaz,3050000.0,isparta,6,Boş,,,,2.0
45,48.0,2.0,3.Kat,,3,Kombi Doğalgaz,1300000.0,isparta,6,Kiracı Oturuyor,Uygun,,Kat Mülkiyeti,1.0
33,37.0,1.0,2.Kat,Eşyalı,5-10,Merkezi Doğalgaz,850000.0,isparta,4,Kiracı Oturuyor,,,,1.0
165,180.0,4.0,2.Kat,,5-10,Kombi Doğalgaz,3875000.0,isparta,9,Boş,,,,2.0
125,145.0,4.0,4.Kat,Boş,5-10,Kombi Doğalgaz,2450000.0,isparta,5,Boş,Uygun,,Kat Mülkiyeti,1.0
45,50.0,2.0,6.Kat,,1,Kombi Doğalgaz,1295000.0,isparta,6,Boş,,,,1.0
125,150.0,4.0,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,3350000.0,isparta,6,Mülk Sahibi Oturuyor,Bilinmiyor,Yok,,2.0
55,60.0,3.0,2.Kat,Eşyalı,3,Kombi Doğalgaz,1270000.0,isparta,6,Kiracı Oturuyor,Bilinmiyor,Var,,1.0
42,50.0,2.0,3.Kat,Eşyalı,4,Kombi Doğalgaz,1425000.0,isparta,5,Kiracı Oturuyor,Bilinmiyor,Yok,,1.0
